55.35219014, 37.61345132
55.75760639, 38.06232348
55.5142294, 38.02370073
55.83734029, 37.17359846
56.01189503, 37.06783788
55.74664693, 37.69941143
56.06345525, 37.51511367
55.8435496, 38.23721745
55.57332311, 38.08529274
55.81405795, 38.26428804
55.37648718, 38.04035624
55.61032696, 38.29999341
55.68378157, 37.53518519
55.8817888, 36.85041883
55.67616116, 38.10865131
56.14963716, 37.33260627
55.78229599, 38.13487417
56.10606171, 37.36146313
55.62841702, 37.95952699
55.70305708, 37.46345784
55.53106635, 37.7315243
55.94514662, 37.44076335
55.93695842, 37.96038679
55.5475081, 37.8905365
56.04140391, 37.9954792
55.90939472, 37.24739443
55.48718411, 38.08325594
55.87960304, 38.34523059
55.74912229, 37.74064835
55.66594596, 36.98633311
55.74313689, 38.15333728
56.0500632, 38.15174756
55.96366347, 37.46341532
56.09029171, 37.85795084
56.20438953, 37.60389548
56.16128364, 37.3680175
55.92969133, 37.40882478
55.8189378, 38.18141694
55.97225084, 37.43828961
55.45526326, 37.26019681
55.69782811, 36.82998863
56.0141172, 37.56305051
55.83350259, 37.88123739
55.9400474, 37.11147772
55.40665028, 37.23380043
55.81307335, 37.60379526
55.94570666, 38.17597962
55.56506214, 37.29839269
55.97209364, 37.13869506
55.4361688, 38.17121263
55.69549102, 37.32309815
55.57038236, 38.22062687
55.4460705, 37.76491344
55.83631022, 38.04566849
56.02712402, 37.38342399
55.89259506, 37.74170915
55.67698245, 37.23676564
55.77461633, 36.90889047
55.65259278, 37.90489488
56.10156314, 37.10897869
55.42846433, 38.14270083
55.56855112, 38.31710008
55.39800159, 37.67759451
56.13370542, 37.22628171
55.90171635, 36.99622201
55.49697585, 38.25387465
55.77003032, 37.84093605
55.44291839, 38.15122077
55.78664687, 38.13890965
55.67738751, 37.0319761
55.56518012, 38.16945683
55.98280983, 38.1134924
55.68461793, 38.20636561
55.68501698, 37.48087708
55.79303231, 37.58205933
55.96062505, 38.03380977
55.69855534, 37.7833316
55.86540759, 37.64236697
55.80865249, 37.91110015
55.70013592, 38.24657536
55.36704892, 37.94743455
55.64213376, 37.49820326
55.82284967, 37.76005941
55.69465537, 37.13434277
56.01579228, 37.87461144
55.53699521, 37.22950406
55.91437216, 38.12001024
55.78556708, 37.56122816
55.97745374, 37.79049358
55.59765785, 37.11124881
55.62632675, 37.830435
56.10745608, 37.39321609
55.77334107, 37.12908246
55.74786272, 37.91913333
55.89307629, 37.57308405
55.92981519, 36.92892933
55.67202168, 36.86404183
55.43429754, 37.75122349
55.34806542, 37.56091706
55.79524691, 38.34456728
55.53036188, 38.15128589
55.46497893, 37.21431733
55.82287449, 37.76575544
56.13649794, 37.23753823
55.47992948, 37.71363686
55.80622648, 38.27088694
56.1237357, 37.78792916
55.55367125, 37.46285977
55.42096461, 37.99700407
55.47390591, 37.59307716
55.95304287, 37.77933386
56.05835242, 37.24217821
55.85126891, 38.16268372
55.73373053, 37.16533977
55.56942772, 38.18326876
55.6555933, 37.47690042
55.54893202, 37.24036434
56.07714187, 38.10005442
55.78623121, 37.73770705
55.84339821, 38.32905905
55.42453955, 37.77934992
55.55158879, 38.09512652
55.85195358, 36.87085701
56.09488752, 38.01655055
55.93937606, 37.68138281
55.65860475, 38.01493881
55.86557049, 37.08109445
55.67866694, 38.3897926
55.93742486, 38.12562832
55.83765768, 37.40148768
55.55543774, 38.22508846
55.57162966, 37.51188522
56.05551396, 37.28931028
55.74433704, 37.7032143
55.91909273, 37.91949786
55.6929851, 37.34760569
56.17078062, 37.59326698
55.45494457, 38.01256063
55.51552512, 37.28764082
55.42090174, 37.93420922
55.94872106, 37.91056296
55.99344426, 37.492877
56.07834974, 37.1991763
55.3692254, 37.47634015
55.87941775, 38.11707826
55.43067721, 37.18229767
55.49261623, 37.67279301
55.53208322, 37.1551761
55.41563737, 37.38512696
55.47010629, 37.79390412
55.84222504, 37.59682517
55.67427262, 37.59435982
56.05245226, 37.88075176
55.63890447, 37.50875423
55.91905522, 37.94116384
55.56710483, 37.44790844
